uf,tipo,cod_localidade,feat_1,feat_2,feat_3,feat_4,loc_x,loc_y,mercado_mais_proximo,farmacia_mais_proxima,escola_mais_proxima,num_penit_4km,num_penit_500m,idade_imovel,area,preco
DF,Tipo 1,Localidade 2,0.7208685675905392,10.970109172265875,5.24647415523563,22.70707983492596,0.0350802678360431,0.3274450629494785,799.7908728708979,6501.385862095796,5919.078218835608,0.0,0.0,9.0,130.0,614542
MS,Tipo 2,Localidade 4,0.645641938572131,7.196910619385703,5.2371092242657244,23.072962007431485,0.9053810240973548,0.3172891702259199,3815.33493415994,4563.944917537496,1060.486647898347,0.0,0.0,9.0,137.0,762396
PR,Tipo 2,Localidade 1,0.7831294024033185,11.358011874271687,5.193641840903389,24.139939804937708,0.0642106300475336,0.9108645776592832,5805.890537259443,1778.2966135067286,530.2554578644614,0.0,0.0,,115.0,1132487
GO,Tipo 1,Localidade 2,0.6677429972876597,10.005480614396712,5.296285434826446,23.82558543334936,0.467855895647336,0.1350948519852591,2690.558984630803,4356.719515670143,4009.629294425593,0.0,0.0,14.0,121.0,593032
RJ,Tipo 2,Localidade 4,0.8185647585498778,11.774954842406252,5.534822246756428,22.244092172606447,0.1346800058004821,0.3777660208434584,127.83634655356356,1753.5514188375405,902.0057546376198,0.0,0.0,7.0,80.0,952444
SP,Tipo 2,Localidade 1,0.8101096350891568,11.850893360646102,4.020903165647332,30.49298599013577,0.4058454945572257,0.4819392683492436,1219.78354474897,1680.3535671165082,,1.0,0.0,10.0,151.0,1099753
AC,Tipo 1,Localidade 2,0.7379256834550753,10.79465000613005,4.957038784725576,25.79471906693725,0.505489753415182,0.5942538229829656,1973.604354622248,1665.0660737953526,820.1569409644692,1.0,0.0,8.0,196.0,399919
MG,Tipo 2,Localidade 1,0.6263503522732513,8.669106428969144,5.171330930301736,23.573128256948195,0.7237537051468391,0.5767604451157815,2728.215996443684,,1161.94402202671,0.0,0.0,11.0,68.0,1014053
SP,TIPO 1,Localidade 2,0.8734944662637096,12.694419539669983,,,0.0223824284299829,0.6703085500991114,4161.214643882433,5060.047221366595,4912.214830074143,1.0,0.0,4.0,154.0,809200
MG,Tipo 2,Localidade 1,0.9426751539939732,13.660916992445204,4.807469799977109,25.718548785422374,0.5232950721146006,0.7580882446838313,4172.303625211822,1681.896230819674,2365.1144873657327,0.0,0.0,14.0,70.0,1055308
MG,Tipo 2,Localidade 1,0.6187863194736511,8.716141580073536,5.131807675424443,24.652346315487325,0.8576771901666369,0.3101142746101686,4265.660216435803,2443.160243265998,1084.516398469319,0.0,0.0,14.0,181.0,1050449
SC,tipo 2,Localidade 2,0.5244951185854949,8.177465848684932,5.17026505569489,24.295913011175976,0.6341236855615737,0.9981486346671296,5184.704839809548,2638.411239221179,3440.8712629023294,1.0,0.0,5.0,147.0,835055
BA,Tipo 1,Localidade 2,0.8273934733699368,11.49998421210368,4.630450815292434,26.562233669591603,0.4396561631764119,0.7579568156196367,3701.356014092025,807.2960862544227,1104.6182436843287,1.0,0.0,6.0,174.0,487954
MS,Tipo 2,Localidade 1,0.9434397165570122,14.493011336756409,5.136036495378648,24.04266685190124,0.9459050720192232,0.5788894663401983,1473.4518989694825,471.6541312094536,1745.6889149604765,0.0,0.0,14.0,159.0,901086
MS,Tipo 2,Localidade 1,0.7373821755021703,10.610297668284824,4.418093496689216,28.47954048195189,0.7145368407871905,0.2263282649092499,4241.590941596024,3985.097974087045,1106.3645733483004,0.0,0.0,15.0,76.0,895146
RJ,Tipo 1,Localidade 2,0.8297317916820177,12.389537070643708,4.30802939556697,27.963390857881706,0.1213736871053,0.8573949737151878,6019.4357807588985,4106.765878488318,4321.701838620229,1.0,0.0,3.0,131.0,871423
PR,Tipo 2,Localidade 4,0.6741428119022282,10.066318718402398,4.848524376489167,26.378337308369236,0.7703001584752043,0.199148564457003,2058.545023989537,4629.6661463843975,1741.3995943352063,0.0,0.0,6.0,60.0,863082
PR,Tipo 2,Localidade 2,0.7683108010733031,11.54950654472385,4.242153571998687,29.077070983911803,0.8107141506657666,0.1772957558747809,,1456.4408891142189,2825.427674316812,0.0,0.0,2.0,159.0,955868
SC,Tipo 2,Localidade 1,0.7713586984569651,11.223499762737053,5.229076211751727,23.728782526437374,0.5144762439935123,0.7117940866160165,3726.280420144124,,1987.888281936527,0.0,0.0,5.0,156.0,1048754
DF,Tipo 1,Localidade 3,0.8537417917258017,12.812540294595497,5.69983801902691,20.99989671966645,0.7662752973320642,0.9311126761573896,349.37174438733246,2425.285011782404,2422.6381207558707,0.0,0.0,28.0,67.0,1296328
ES,Tipo 2,Localidade 2,0.7902025593212885,12.511567669948416,3.7186980242825474,31.492260370895245,0.7696281925230615,0.5987003083985998,2198.876429894633,1579.861103852667,1605.57807341865,1.0,0.0,12.0,140.0,922369
SP,Tipo 1,Localidade 3,0.4802541833211309,7.023826117909402,4.8583188412742295,24.352385651298327,0.5152536447222561,0.1922946918878619,806.4372133209521,3977.952685325503,1168.0775726835382,0.0,0.0,33.0,129.0,1387763
MT,Tipo 2,Localidade 2,0.5621712663319858,9.11350384918766,4.658090876324541,27.05603196056428,0.0634894462753198,0.5759092930963755,3187.189984390244,4925.9807003048645,4610.497637419501,1.0,0.0,4.0,131.0,762442
ES,Tipo 2,Localidade 3,0.7134581227463032,10.600320360213916,4.8934708496458885,25.78629029158955,0.7249677859205882,0.6211734988950323,1903.508232660021,2277.2817736045627,2200.4186818593084,0.0,0.0,40.0,113.0,1103662
RJ,Tipo 1,Localidade 2,0.7550114831123744,11.187499527306077,5.669620107036163,22.454980043991377,0.2277414113596004,0.8900480874194929,5751.943515206685,3201.7473906825458,3571.715352290272,1.0,0.0,7.0,132.0,867297
SP,Tipo 1,Localidade 7,0.880292136259375,13.055351776327967,5.024868169358155,24.694413716129105,0.6223862331625069,0.0453221974438521,4571.618110131409,5963.918447084385,2028.0127958095763,0.0,0.0,8.0,60.0,1398982
PR,Tipo 1,Localidade 2,0.8333723972296619,12.1739960356245,4.590710946544339,26.06369764415816,0.8207458867881762,0.3285469958951115,2017.9463832338968,481.4155624447863,1532.127313794099,0.0,0.0,2.0,,782474
RJ,,Localidade 1,1.0154337189651337,14.780067104039956,4.631250891967139,27.85406613427908,0.9874025744382016,0.4311497863277792,,867.5586150012421,,0.0,0.0,10.0,167.0,1443093
AL,,Localidade 1,0.8066600529639638,11.972018583315974,4.4308481672584845,28.419193655233737,0.1144955000365017,0.4315698323795063,2131.8373066265103,3161.717356511475,3761.801773294628,1.0,0.0,9.0,104.0,684832
SC,Tipo 2,Localidade 3,0.8019491348880206,12.209874706661225,5.091424612600469,26.22408489449736,0.8682524694958091,0.0329379232382558,3335.3571755310822,1633.4730060246482,,0.0,0.0,15.0,132.0,1381780
RS,Tipo 1,Localidade 2,0.8451688896149444,12.873517093372648,5.459655437535329,21.858435841817226,0.4952519567337258,0.9454672554856984,,1870.6426677809663,2702.18751913385,1.0,0.0,1.0,154.0,676526
SP,Tipo 1,Localidade 2,0.7483149032328911,11.779440167879375,4.558955273693721,27.42769071567615,0.8991542645894828,0.6729899240994107,1040.3899392956582,1690.3615716929685,2885.3841326506763,1.0,0.0,4.0,92.0,835272
PR,Tipo 1,Localidade 3,0.8132549086760559,12.258003539006976,5.199418315151927,23.42771488450876,0.5265764353769369,0.2700261027155712,825.3380552825796,3471.4758467360657,1488.2203543227035,0.0,0.0,29.0,83.0,1383819
SP,Tipo 1,localidade 3,0.6573131847396417,9.51333282167866,5.459497297635029,22.469310084995676,0.0591239926921359,0.3251860182004999,3817.47095940932,2842.135135658212,1462.006872274802,0.0,0.0,49.0,161.0,1207059
RN,Tipo 1,LOCALIDADE 2,0.8327475549752359,12.411071765129993,4.746278173175656,25.69493623182946,0.7085385457454455,0.639920225732319,2807.010681569299,2232.804981076587,1949.0959153198776,1.0,0.0,5.0,72.0,453277
MG,Tipo 1,Localidade 2,0.8166869732360192,12.785226801539071,5.300840885569526,23.398952395303294,0.3365406329159214,0.1677210204442436,2778.0146965718377,,4748.683131447401,0.0,0.0,4.0,134.0,831602
RJ,Tipo 1,Localidade 2,0.8017620778060766,11.770364830334731,5.262366612301602,24.459081857597504,0.8463658194596061,0.8112570182704036,2385.3367932146966,3112.695251155851,3592.784643448117,1.0,0.0,15.0,118.0,709426
PB,Tipo 2,Localidade 3,0.8939622024416582,13.576467473870352,5.645410584290147,22.06873071843329,0.4834202539266745,0.6327280328148747,1482.91624802505,2417.4661781175405,1779.561816474884,0.0,0.0,20.0,93.0,1056299
SC,Tipo 1,Localidade 1,0.6078425808837702,9.482062602105444,5.065923063750617,25.03536837273148,0.2127143246606553,0.8260551246858144,4484.663393746469,,1327.0897196420226,0.0,0.0,6.0,87.0,1417374
RJ,Tipo 2,Localidade 1,0.8271312860006854,10.401739472477905,3.8965801586325903,30.05713827498136,0.4229514743782703,0.1335497243169042,2763.987708616857,5168.283516745284,348.9700267852381,1.0,0.0,4.0,100.0,1213158
SP,Tipo 1,localidade 1,0.86234459581529,12.827848120273806,5.277301463582936,23.14919440381588,0.7125400291252695,0.360679745150553,3898.7054385456713,3156.007265352886,1555.125340074782,0.0,0.0,16.0,102.0,1374252
RJ,Tipo 2,Localidade 4,0.8263901825700034,12.34806048996336,4.4836041518089775,27.83371205745649,0.9381132945530192,0.6146137933967072,6150.026385788241,3731.212703953197,2627.442958550348,0.0,0.0,7.0,124.0,945169
PR,Tipo 2,Localidade 4,0.5175692154436948,7.192207451782839,6.055833372204972,19.61168240134572,0.9235684598117646,0.5396447064801722,5462.397560539332,3677.148004184408,2044.236616322857,0.0,0.0,11.0,86.0,806969
BA,TIPO 1,Localidade 2,0.8742424262590698,13.217202191228324,4.765261496584787,26.052538603887605,0.5980733514783938,0.3420654471649786,915.8906058011293,2695.754989559234,1611.7735622215869,0.0,0.0,2.0,,537631
PR,Tipo 2,Localidade 2,0.699569570976567,10.385605077738198,6.088770823083727,19.10031283453513,0.1989334211950755,0.0655803957103939,2290.969598168668,7111.178230763632,6462.285632492193,0.0,0.0,3.0,117.0,843549
SC,Tipo 2,Localidade 3,0.690169123005923,9.50834467050331,5.377261424886737,22.615999032242826,0.6321630069432588,0.6049992907391994,1306.0500447080833,3204.618373645922,1925.1894009909863,0.0,0.0,30.0,187.0,1174740
RN,Tipo 1,Localidade 2,0.7413297952805443,11.114812253344262,4.080786004763757,29.410425332974928,0.5034405980030989,0.3386299941449925,632.4179933874403,3635.051150154944,2430.1777275120144,0.0,0.0,0.0,118.0,499618
DF,Tipo 2,Localidade 3,0.8404261126364333,11.886129936790947,5.5756536977371605,22.12878823242522,0.5170160266307874,0.1374263580251448,1103.1627326586831,4437.595498288139,844.4598052711634,0.0,0.0,11.0,71.0,1398377
SP,Tipo 2,LOCALIDADE 1,0.7530489395267594,11.369578916482926,4.700284387808393,27.114419280813213,0.1017439549741652,0.9903523433472998,6386.462260068643,2639.134712489418,741.3618734568786,0.0,0.0,16.0,73.0,1031008
SP,Tipo 2,Localidade 1,0.981821303096593,14.80532957597688,4.489495193402421,27.60369236875736,0.587586877672203,0.3104139759176787,2759.0206100715627,,655.7824546989848,0.0,0.0,3.0,77.0,1227324
RO,Tipo 2,Localidade 2,0.6603699190687772,9.951294896880194,5.346871550531863,22.63735026433166,0.9594173854009704,0.5480719393370278,773.1318689818844,771.7885589154421,2589.018360080844,1.0,0.0,5.0,130.0,499610
AC,Tipo 2,Localidade 2,0.7190651708546156,10.667611249259918,6.028488860037744,19.311291625367797,0.4594244801381353,0.776890580169259,3846.9559701790745,632.0527419164171,1146.1720156562058,1.0,0.0,3.0,74.0,545376
RJ,Tipo 1,Localidade 4,0.9766258816934832,14.146865949056888,5.3793679047237,22.95940956596693,0.0633579297533875,0.8565694679185266,4911.014422179666,3272.689949252488,330.84106037095324,0.0,0.0,4.0,87.0,1349055
SC,Tipo 2,Localidade 3,0.7211977004943568,10.485807855788345,4.667052157835721,27.05078763437852,0.8108965848395187,0.9105651588113206,729.7877076312062,2867.9296797706224,2694.879769995238,0.0,0.0,24.0,,1322753
SC,Tipo 1,Localidade 3,0.645674457646131,9.504003170941262,5.557895954556701,22.51779643122285,0.6083183861983638,0.8756370159953755,1794.048055528343,936.6564854877888,955.9592074525036,0.0,0.0,7.0,157.0,1854908
SP,Tipo 2,Localidade 4,0.8670177328533483,12.698645779725998,5.104544051886575,23.79082286684261,0.6511672431656792,0.3445867035230512,2422.34151008417,2898.823609348656,1501.7820018861144,0.0,0.0,15.0,152.0,977555
SC,Tipo 2,Localidade 1,0.7125230599527026,10.640044652061036,5.3167197099592665,23.36565369836172,0.2108834874386902,0.2523191720464954,1793.548411987607,4377.8023460317445,1869.3582237617843,1.0,0.0,15.0,173.0,900403
MG,Tipo 1,Localidade 2,0.6832209909284283,9.569870778803349,4.554031838654368,26.554841060338745,0.3375018079175668,0.2059780638569328,2686.485283513234,5390.108141972392,4527.397593030767,0.0,0.0,1.0,95.0,848526
CE,Tipo 1,Localidade 2,0.5995701180320793,9.01662225551595,5.556991480921061,22.297956491696585,0.1423080589851968,0.2820510349071106,730.1743107809033,6094.650727920308,5412.308377172242,0.0,0.0,9.0,156.0,420940
BA,Tipo 1,Localidade 2,0.8661422294615065,12.97829669344802,4.295497026865264,28.891263706125045,0.6462214678512093,0.9899072028029908,5041.958462426766,2620.2147686578737,3409.0315848765867,1.0,0.0,10.0,161.0,416020
SP,Tipo 1,Localidade 1,0.6154619157540209,9.516626345602258,4.99392415162031,25.25222606050547,0.6681945825919703,0.1093219052859272,4452.144716797681,5177.426076875287,1515.153666020415,0.0,0.0,11.0,185.0,1368182
SP,Tipo 2,Localidade 3,0.8626570847772042,12.686034494783613,4.779737313848538,26.181354913611475,0.0245848836296557,0.6107552971085297,,1357.5079743748531,4301.322232017123,0.0,0.0,12.0,93.0,1584753
SP,Tipo 1,Localidade 2,0.8912682421056521,13.259220025685623,5.308264554434446,23.76278263655701,0.0055485245013533,0.7330220045991014,4805.139995431823,5155.203066859746,5112.285243343755,1.0,0.0,3.0,77.0,749568
PR,Tipo 2,Localidade 3,0.7872734406810795,11.895324147542285,4.483196802058652,27.33635991289848,0.8186546149172051,0.951682244368936,571.1269958101904,2965.452447629884,2969.994907073362,0.0,0.0,20.0,192.0,1417692
MG,Tipo 1,,0.7282728113217113,10.09377331693255,5.113664255048367,25.067853680526834,0.3609190338752862,0.5426700964053406,,2187.843131035624,1368.8049454999443,0.0,0.0,17.0,152.0,1203735
ES,Tipo 2,localidade 4,1.1003308590953988,16.349639907419352,5.612943442950563,21.958704759422407,0.8542122809797731,0.6229551204545853,5781.680392852521,2891.6312138710146,2006.5716665928007,0.0,0.0,2.0,114.0,973021
ES,Tipo 2,Localidade 4,0.8511817459966028,18.702169552576148,5.594557703973612,22.549716637523144,0.7910507172445216,0.6093902066539992,5389.192890239851,2263.152661715721,1501.5199603666665,0.0,0.0,1.0,142.0,1007909
PR,Tipo 1,Localidade 3,0.8935139941648164,13.484144260435482,5.14636415471061,24.303472347614616,0.5834122218231307,0.4175435914742084,630.9113701657908,3215.116571386932,1848.8180816471297,0.0,0.0,50.0,110.0,995335
SP,Tipo 1,Localidade 3,0.7585823424098597,11.198262887692271,4.54465497800921,27.89057369088123,0.5779391334053806,0.3561569610855168,1243.4587969847294,3392.6492935531983,1701.661273311654,0.0,0.0,14.0,128.0,1804420
RJ,Tipo 2,Localidade 1,0.5960065060490596,8.808524322725898,4.25158329568232,28.914591101151423,0.4526820756331147,0.4242376843647183,1328.5928458899857,2326.9415652648127,1980.265054251176,1.0,0.0,13.0,123.0,1051240
SP,,Localidade 3,0.8730265539448601,12.461753079268286,5.81693283569117,20.53768924495781,0.07315090229036,0.2237427379648531,4317.444837407905,3501.6802212935777,540.9413073708962,0.0,0.0,49.0,114.0,1031328
GO,Tipo 2,,0.6917851085209912,9.842623036387664,5.670075887875161,22.1443010667052,0.3580716659319,0.5688546091361252,2392.643464095628,2508.1802725932694,1887.666226065145,1.0,0.0,11.0,95.0,669459
MG,Tipo 2,Localidade 1,0.6647912887032459,9.77019082218292,4.996159939089954,24.224818820811837,0.2158582689487593,0.7102564395083466,3364.8333780458943,1874.347724041697,2299.397160628099,1.0,0.0,5.0,59.0,1157598
TO,Tipo 1,Localidade 3,0.7210940930112385,10.493250452653294,4.725021391030972,27.18333743924244,0.9506069189737884,0.2764333975641408,3638.050898701708,1258.4048965283782,3237.7638421360984,0.0,0.0,25.0,105.0,1161883
RJ,TIPO 2,Localidade 1,0.6515540281369953,9.261165733838997,4.903888184483088,25.996111397518256,0.814043362772357,0.3297298855149501,4197.197945586503,2550.3486421035896,1120.552683747367,0.0,0.0,4.0,151.0,1165647
DF,Tipo 1,Localidade 1,0.8755027550125448,13.681271662668578,4.994044501251103,24.98579052307077,0.9916577566479616,0.1192514168572439,6081.442488840363,3986.832531788205,3130.1025751730213,0.0,0.0,22.0,114.0,1067558
SP,Tipo 1,Localidade 2,0.6775285820852424,9.920491113615244,4.990824415010582,25.74215542736432,0.9962435185486472,0.0740585006436812,1959.0892239774623,2554.882851277452,4618.443176668858,0.0,0.0,5.0,163.0,869520
RJ,Tipo 2,Localidade 1,0.8371786838857257,12.913026462503089,4.815406325915419,25.89126484289785,0.5905309165035382,0.0813898778591436,4090.446176172204,5891.416827474543,1667.7836672691435,0.0,0.0,14.0,58.0,1099521
PR,Tipo 2,,0.8306086025739051,12.788455622130504,5.030254559111263,24.26263445495704,0.5169743302084294,0.044836728974849,1893.099762922193,4739.679741882213,966.1115749086524,0.0,0.0,12.0,114.0,1449574
SP,Tipo 2,Localidade 1,0.790374808742245,10.936436883249105,5.127589467279967,23.766082611998403,0.127813160080577,0.1440547578554438,3157.8808062297976,5717.064537294644,1076.9373447512992,1.0,0.0,5.0,194.0,1122186
SP,Tipo 1,Localidade 3,0.7347609868100247,11.303689953542598,5.449627793888958,22.886872086807607,0.9153784980773412,0.6020057904348253,3398.489301711957,386.37753212055065,286.8438697523228,0.0,0.0,31.0,134.0,1536450
SP,Tipo 1,Localidade 3,0.5694398103804098,8.255750132713443,5.287834134628692,23.84969480622411,0.6368480536914745,0.308004410138618,1000.2450911493056,3746.8940764585336,2348.0098740471058,0.0,0.0,32.0,154.0,1414645
SP,Tipo 2,Localidade 1,0.7092937511712158,10.91799319300519,4.96241751929073,25.882727759277746,0.5795824014566796,0.5853953114907544,3208.3631736019856,1956.5494370905,571.5362580920113,0.0,0.0,7.0,117.0,1208006
RJ,Tipo 1,Localidade 3,0.7623421545919504,11.603198283386966,5.493065147889319,21.51187008707062,0.3711744021656941,0.9379976826836246,3931.656910462622,1544.6120968368307,2501.97654562508,0.0,0.0,50.0,194.0,1109622
RJ,Tipo 2,,0.5525812521213869,8.899124138215798,5.6889065325097015,22.52259998492817,0.4253867084863799,0.7106638239166163,,683.0368592967127,2544.459773647371,0.0,0.0,5.0,54.0,1130670
SP,Tipo 2,Localidade 2,0.5592822015441291,8.662712021949313,4.737505035660289,26.37930313404004,0.514345395738479,0.909968225820509,5121.8108337032845,1499.93441925108,2340.992314918452,1.0,0.0,4.0,159.0,984171
SC,Tipo 2,Localidade 1,0.9058202488786636,13.326766818276402,5.061075768751982,24.169954067805445,0.860455776550263,0.1659899479375381,5675.583942749619,3736.9617152153232,2498.734720968306,0.0,0.0,2.0,92.0,1058724
SP,Tipo 1,Localidade 1,0.7602043549876845,11.613099295132589,5.514238353354004,21.98939905075984,0.3103259007550429,0.4591513823283009,689.1153107187035,2083.3632721868858,3138.27443375088,1.0,0.0,11.0,,1312255
MS,Tipo 1,Localidade 4,0.6788704437298342,10.202175667138317,5.189333480138636,24.019973351656777,0.6533118676669716,0.7088882684545386,6010.219391697258,1242.848406773552,2338.7423619128526,1.0,0.0,10.0,122.0,1009520
SP,Tipo 1,Localidade 3,0.7819903654319612,11.378252129978913,4.580644948286144,26.201570564995528,0.4347685068654944,0.7857142574040932,2704.2265034679085,1586.5081165184731,1363.523857316379,0.0,0.0,25.0,98.0,1544896
PR,,Localidade 1,0.6378477572061061,9.907455677650583,4.878507312628803,25.80985478016449,0.2724709223609007,0.7234617270909808,3358.3315282042163,1428.6385721591412,2489.7564913952515,1.0,0.0,10.0,133.0,1246259
PR,Tipo 2,Localidade 4,0.6707888769320408,10.497657610040052,5.01705053397906,24.50647480942416,0.1127154363312574,0.4060294994323326,474.65497103028855,1399.866634436018,1253.5217001337303,0.0,0.0,18.0,123.0,819690
RJ,Tipo 2,Localidade 4,0.8709929819773853,13.338969784169455,5.75057467910476,20.978216888967296,0.6765152090637947,0.8708356402592411,7275.933343228899,2732.2214870462067,3901.0059260172575,1.0,0.0,21.0,184.0,849337
PR,Tipo 1,Localidade 2,0.7983296493318911,12.256708033888431,4.393709754442388,28.86089280809522,0.3741924010889498,0.6486964518202213,2928.8560334081017,,1420.0425154913253,1.0,0.0,0.0,69.0,745899
PR,Tipo 2,Localidade 2,0.6828711105308802,10.03506951414132,4.743452161419614,26.755300809507716,0.6188249352035695,0.9914603301132634,5242.818445556791,2514.4704216999344,3326.7878903359547,1.0,0.0,7.0,151.0,872264
PR,Tipo 1,,0.8820399598364456,13.56507884594228,5.830432126973901,20.879607740137523,0.0609128676843442,0.7347852878831521,3914.389424566437,290.76962659799915,5109.030080283777,0.0,0.0,24.0,75.0,1430868
SP,Tipo 2,Localidade 1,0.7904718272107114,12.264553310069806,5.646111411667492,21.924274334373944,0.3981871785934913,0.8144494565164627,4293.36432997343,1648.7608088073523,2997.65300443292,0.0,0.0,10.0,168.0,1081037
MS,Tipo 2,Localidade 3,0.8789800827590746,12.231494802003413,4.825718966218257,24.69744479920204,0.2235089311837714,0.0989651669290325,3869.301487825054,4139.168197916246,1413.2531943606184,0.0,0.0,31.0,197.0,1067945
SP,Tipo 2,Localidade 1,0.8814288438532901,12.771722342400498,4.969488154273773,24.840824427596004,0.5360402187124874,0.6729488220492752,3523.74863451479,1431.902239594052,1543.6666129330326,0.0,0.0,13.0,190.0,1097481
SP,Tipo 1,Localidade 3,0.7088685651559591,10.327916045122004,5.179780072342596,24.20563426828441,0.2591922040454602,0.5364477026350956,1297.035712363228,313.2627727041012,2309.2158725657805,0.0,0.0,17.0,110.0,1762349
SP,TIPO 1,Localidade 2,0.8448847446221395,12.885299021898357,4.265697504241693,28.140780320859555,0.6317741773801443,0.8001980357473745,3997.993699103813,1184.1417395200558,1715.489653383876,2.0,0.0,5.0,133.0,790084
SP,Tipo 1,,0.8315340934815341,11.846997083275408,5.974626313560565,19.43458468445475,0.2023678804282618,0.7304623435782122,4636.724717221893,3193.6730416304017,3159.565839605792,1.0,0.0,11.0,179.0,775582
SP,Tipo 2,Localidade 2,0.6669867235946229,9.771051497895009,4.560928172896715,27.542602948676738,0.785275930931618,0.7196572641033718,2264.846519569524,2424.6986867637165,2752.0918589388166,1.0,0.0,11.0,112.0,891933
MG,Tipo 1,Localidade 3,0.6905882338407338,10.235771147613654,6.0456272505380495,19.52690474294948,0.9982984163947414,0.747619783197411,3207.1832207826365,1425.6188685871552,,0.0,0.0,40.0,97.0,1272262
MT,Tipo 2,Localidade 2,0.834522302712154,12.33639288994265,5.663974769323723,20.961450961789527,0.1050657823661876,0.9550141992126192,6979.349700211435,4587.597765595,4947.7167456544585,1.0,0.0,5.0,157.0,734130
MG,Tipo 2,Localidade 1,0.6780009508711822,9.772949182613017,5.007057795567752,25.310154935512344,0.0775476436421953,0.4007108178435015,2465.1786558461063,,3573.2303245814464,1.0,0.0,19.0,,977994
SP,Tipo 1,Localidade 3,0.6771924674583246,9.792437519832372,4.252879768788578,29.219005584492137,0.1562123334017393,0.603381053134725,2463.154630942563,1430.218945385845,3502.553111154048,0.0,0.0,48.0,82.0,1183463
MG,Tipo 2,Localidade 3,0.8683645412147328,14.1773912466008,5.740303381609856,21.07714931828506,0.5297470226730286,0.5025494602011447,729.0526266047377,2544.778344612884,1878.1053919530943,0.0,0.0,37.0,209.0,1191804
DF,Tipo 1,Localidade 3,0.625423418954217,9.88610785221666,4.494510915325215,28.20794853085273,0.1130379360714405,0.4739373807646503,2784.707659515049,1662.051669871269,2835.568676210243,0.0,0.0,35.0,151.0,1200903
SC,Tipo 1,Localidade 4,0.7506985800345451,11.283780687388248,4.613455513844854,27.34161993108851,0.8570161237280588,0.4286980036043539,4183.100885833205,3498.13842044816,,0.0,0.0,5.0,154.0,1273100
AM,Tipo 2,Localidade 4,0.8008092875263112,10.726527428637642,4.244125966747264,27.741737094879056,0.4825896774212628,0.8191404297364167,5590.378663811393,2142.621486393401,3737.0887574154544,1.0,0.0,8.0,119.0,541952
RJ,Tipo 2,Localidade 2,0.5538084566885719,8.712546871394512,4.978461594018545,25.79065834426111,0.6296666417758596,0.992109101600551,5171.612339572476,2564.7396727116625,3368.751482505167,1.0,0.0,4.0,126.0,965853
MG,Tipo 2,Localidade 2,0.7516845846876481,11.29781424577504,5.307068751371894,23.2544852361603,0.3853151466431921,0.3065137242607557,1673.2733689274964,4732.575257324358,3639.684793121012,0.0,0.0,2.0,138.0,1014308
